title,author,year,doi,url
Introduction,Ingo Arnold,2022,10.1007/978-3-030-84589-6_1,http://link.springer.com/chapter/10.1007/978-3-030-84589-6_1
Introduction,José Raúl RomeroInmaculada Medina-BuloFrancisco Chicano,2023,10.1007/978-981-19-9948-2_1,http://link.springer.com/chapter/10.1007/978-981-19-9948-2_1
Introduction to Machine Learning,Heli HelskyahoJean YuKai Yu,2021,10.1007/978-1-4842-7032-5_1,http://link.springer.com/chapter/10.1007/978-1-4842-7032-5_1
Introduction to Security and Quality Improvement in Complex Cyber-Physical Systems Engineering,Stefan BifflMatthias EckhartArndt LüderEdgar Weippl,2019,10.1007/978-3-030-25312-7_1,http://link.springer.com/chapter/10.1007/978-3-030-25312-7_1
Introduction to Software Engineering for Games in Serious Contexts,Kendra M.  L. Cooper,2023,10.1007/978-3-031-33338-5_1,http://link.springer.com/chapter/10.1007/978-3-031-33338-5_1
Introduction to SparxSystems Enterprise Architect,Peter Doomen,2023,10.1007/978-1-4842-9312-6,http://link.springer.com/book/10.1007/978-1-4842-9312-6
Introduction to the Special Issue on Emerging Software Technologies for Internet-Based Systems: Internetware and DevOps,"Xie, Tao and van Hoorn, Andre and Wang, Huaimin and Weber, Ingo",2018,10.1145/3173572,https://doi.org/10.1145/3173572
Introduction to the theme section on Agile model-driven engineering,Kevin LanoShekoufeh Kolahdouz-RahimiJavier TroyaHessa Alfraihi,2022,10.1007/s10270-022-01016-x,http://link.springer.com/article/10.1007/s10270-022-01016-x
Introduction: Unfolding ICT,Sriram BirudavoluBiswajit Nag,2019,10.1007/978-981-13-1675-3_1,http://link.springer.com/chapter/10.1007/978-981-13-1675-3_1
IoT '23: Proceedings of the 13th International Conference on the Internet of Things,,2023,,
IoT System Testing,Jon Duncan Hagar,2022,10.1007/978-1-4842-8276-2,http://link.springer.com/book/10.1007/978-1-4842-8276-2
JetBrains MPS as Core DSL Technology for Developing Professional Digital Printers,Eugen SchindlerHristina MonevaJoost van PinxtenLouis van GoolBart van der MeulenNiko StotzBart Theelen,2021,10.1007/978-3-030-73758-0_3,http://link.springer.com/chapter/10.1007/978-3-030-73758-0_3
JuNo-OPS: A DevOps Framework for the Engineering of Digital Twins for Built Assets,"Aissat, Sara and Beaulieu, Jonathan and Bordeleau, Francis and Gascon-Samson, Julien and Poirier, Erik A. and Motamedi, Ali",2024,10.1145/3652620.3688266,https://doi.org/10.1145/3652620.3688266
Keynote on Software Modernization: From Industry Needs to Developers' Perception,"Assun\c{c}\~{a}o, Wesley K. G.",2024,10.1145/3643665.3648568,https://doi.org/10.1145/3643665.3648568
Knowledge Management in Organizations,Lorna UdenDr. I-Hsien TingKai Wang,2021,10.1007/978-3-030-81635-3,http://link.springer.com/book/10.1007/978-3-030-81635-3
Knowledge diffusion trajectories of agile software development research: A main path analysis,Yulianus Palopak and Sun-Jen Huang and Wiwit Ratnasari,2023,https://doi.org/10.1016/j.infsof.2022.107131,https://www.sciencedirect.com/science/article/pii/S0950584922002403
Knowledge representation of the state of a cloud-native application,Joanna KosińskaGrzegorz BrotońMaciej Tobiasz,2024,10.1007/s10009-023-00705-2,http://link.springer.com/article/10.1007/s10009-023-00705-2
Knowledge-Based Software Engineering: 2022,Maria VirvouTakuya SaruwatariLakhmi C. Jain,2023,10.1007/978-3-031-17583-1,http://link.springer.com/book/10.1007/978-3-031-17583-1
LEV4REC: A feature-based approach to engineering RSSEs,Claudio {Di Sipio} and Juri {Di Rocco} and Davide {Di Ruscio} and Phuong T. Nguyen,2024,https://doi.org/10.1016/j.cola.2023.101256,https://www.sciencedirect.com/science/article/pii/S2590118423000667
Landscaping systematic mapping studies in software engineering: A tertiary study,Muhammad Uzair Khan and Salman Sherin and Muhammad Zohaib Iqbal and Rubab Zahid,2019,https://doi.org/10.1016/j.jss.2018.12.018,https://www.sciencedirect.com/science/article/pii/S0164121218302784
Large Process Models: A Vision for Business Process Management in the Age of Generative AI,Timotheus KampikChristian WarmuthAdrian RebmannRon AgamLukas N. P. EggerAndreas GerberJohannes HoffartJonas KolkPhilipp HerzigGero DeckerHan van der AaArtem PolyvyanyyStefanie Rinderle-MaIngo WeberMatthias Weidlich,2024,10.1007/s13218-024-00863-8,http://link.springer.com/article/10.1007/s13218-024-00863-8
Large-Scale Agile Frameworks,Sascha Block,2023,10.1007/978-3-662-67782-7,http://link.springer.com/book/10.1007/978-3-662-67782-7
Layered Service Model Architecture for Cloud Computing,Vishal KaushikPrajwal BhardwajKaustubh Lohani,2022,10.1007/978-3-030-99191-3_8,http://link.springer.com/chapter/10.1007/978-3-030-99191-3_8
Lean and Agile Software Development,Adam PrzybyłekAleksander JarzębowiczIvan LukovićYen Ying Ng,2022,10.1007/978-3-030-94238-0,http://link.springer.com/book/10.1007/978-3-030-94238-0
Learning Exercises and Solutions,Andriy LuntovskyyDietbert Gütter,2022,10.1007/978-3-030-92829-2_12,http://link.springer.com/chapter/10.1007/978-3-030-92829-2_12
Legacy systems to cloud migration: A review from the architectural perspective,Muhammad Hafiz Hasan and Mohd Hafeez Osman and Novia Indriaty Admodisastro and Muhamad Sufri Muhammad,2023,https://doi.org/10.1016/j.jss.2023.111702,https://www.sciencedirect.com/science/article/pii/S0164121223000973
Lemons: Leveraging Model-Based Techniques to Enable Non-Intrusive Semantic Enrichment in Wireless Sensor Networks,"Novacek, Jan and Kühlwein, Arthur and Reiter, Sebastian and Viehl, Alexander and Bringmann, Oliver and Rosenstiel, Wolfgang",2020,10.1109/SEAA51224.2020.00092,
"Leveraging Applications of Formal Methods, Verification and Validation",Tiziana MargariaProf. Dr. Bernhard Steffen,2021,10.1007/978-3-030-89159-6,http://link.springer.com/book/10.1007/978-3-030-89159-6
"Leveraging Applications of Formal Methods, Verification and Validation. Adaptation and Learning",Tiziana MargariaBernhard Steffen,2022,10.1007/978-3-031-19759-8,http://link.springer.com/book/10.1007/978-3-031-19759-8
"Leveraging Applications of Formal Methods, Verification and Validation. Practice",Tiziana MargariaBernhard Steffen,2022,10.1007/978-3-031-19762-8,http://link.springer.com/book/10.1007/978-3-031-19762-8
"Leveraging Applications of Formal Methods, Verification and Validation. REoCAS Colloquium in Honor of Rocco De Nicola",Tiziana MargariaBernhard Steffen,2025,10.1007/978-3-031-73709-1,http://link.springer.com/book/10.1007/978-3-031-73709-1
"Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering",Tiziana MargariaBernhard Steffen,2022,10.1007/978-3-031-19756-7,http://link.springer.com/book/10.1007/978-3-031-19756-7
Leveraging Design and Runtime Architecture Models to Support Self-awareness,Philippe LalandaStéphanie CholletCatherine Hamon,2017,10.1007/978-3-319-47474-8_24,http://link.springer.com/chapter/10.1007/978-3-319-47474-8_24
Leveraging Model-Driven Technologies for JSON Artefacts: The Shipyard Case Study,"Colantoni, Alessandro and Garmendia, Antonio and Berardinelli, Luca and Wimmer, Manuel and Bräuer, Johannes",2021,10.1109/MODELS50736.2021.00033,
Linux System Administration for the 2020s,Kenneth Hitchcock,2022,10.1007/978-1-4842-7984-7,http://link.springer.com/book/10.1007/978-1-4842-7984-7
Living Modeling of IT Architectures: Challenges and Solutions,Thomas TrojerMatthias FarwickMartin HäuslerRuth Breu,2015,10.1007/978-3-319-15545-6_26,http://link.springer.com/chapter/10.1007/978-3-319-15545-6_26
Low-Code Programming Models,"Hirzel, Martin",2023,10.1145/3587691,https://doi.org/10.1145/3587691
MDE for machine learning-enabled software systems: a case study and comparison of MontiAnna &amp; ML-Quadrat,"Kirchhof, J\""{o}rg Christian and Kusmenko, Evgeny and Ritz, Jonas and Rumpe, Bernhard and Moin, Armin and Badii, Atta and G\""{u}nnemann, Stephan and Challenger, Moharram",2022,10.1145/3550356.3561576,https://doi.org/10.1145/3550356.3561576
MDE in the Wild: An Exploratory Analysis on What Developers are Discussing from Q&amp;A Platforms,"Medeiros, Carlos Alberto and Bandeira, Alan and Maia, Paulo Henrique M. and Paixao, Matheus",2020,10.1145/3422392.3422447,https://doi.org/10.1145/3422392.3422447
MEDICON’23 and CMBEBIH’23,Almir BadnjevićLejla Gurbeta Pokvić,2024,10.1007/978-3-031-49062-0,http://link.springer.com/book/10.1007/978-3-031-49062-0
MLOps Lifecycle Toolkit,Dayne Sorvisto,2023,10.1007/978-1-4842-9642-4,http://link.springer.com/book/10.1007/978-1-4842-9642-4
MORPHEMIC - Optimization of the Deployment and Life-cycle Management of Data-intensive Applications in the Cloud Computing Continuum,"Bagnato, Alessandra and Krasnodebska, J\'{o}zefina",2023,10.1145/3591335.3591350,https://doi.org/10.1145/3591335.3591350
Machine Intelligence and Data Science Applications,Prof. Vaclav SkalaProf. Dr. T. P. SinghDr. Tanupriya ChoudhuryDr. Ravi TomarDr. Md. Abul Bashar,2022,10.1007/978-981-19-2347-0,http://link.springer.com/book/10.1007/978-981-19-2347-0
Machine Learning Operations,Gerald Friedland,2024,10.1007/978-3-031-39477-5_13,http://link.springer.com/chapter/10.1007/978-3-031-39477-5_13
Machine Learning for Classification of DOS Attack in Smart Healthcare Networks,Sweta DargadPooja ThakkarSangeeta Giri,2022,10.1007/978-3-031-10551-7_14,http://link.springer.com/chapter/10.1007/978-3-031-10551-7_14
Machine Learning for Data Science Handbook,Lior RokachOded MaimonErez Shmueli,2023,10.1007/978-3-031-24628-9,http://link.springer.com/book/10.1007/978-3-031-24628-9
Machine Learning for Decision Makers,Patanjali Kashyap,2024,10.1007/978-1-4842-9801-5,http://link.springer.com/book/10.1007/978-1-4842-9801-5
"Machine Learning for Managing Modeling Ecosystems: Techniques, Applications, and a Research Vision",Davide Di RuscioPhuong T. NguyenAlfonso Pierantonio,2023,10.1007/978-3-031-36060-2_10,http://link.springer.com/chapter/10.1007/978-3-031-36060-2_10
Machine Learning for Oracle Database Professionals,Heli HelskyahoJean YuKai Yu,2021,10.1007/978-1-4842-7032-5,http://link.springer.com/book/10.1007/978-1-4842-7032-5
Machine Learning for Smart Environments/Cities,Gonçalo MarquesDr. Alfonso González-BrionesJosé Manuel Molina López,2022,10.1007/978-3-030-97516-6,http://link.springer.com/book/10.1007/978-3-030-97516-6
Machine learning and deep learning based predictive quality in manufacturing: a systematic review,Hasan TercanTobias Meisen,2022,10.1007/s10845-022-01963-8,http://link.springer.com/article/10.1007/s10845-022-01963-8
Machine learning experiment management tools: a mixed-methods empirical study,Samuel IdowuOsman OsmanDaniel StrüberThorsten Berger,2024,10.1007/s10664-024-10444-w,http://link.springer.com/article/10.1007/s10664-024-10444-w
Management der Zufriedenheit der Wertschöpfungspartner auf Basis der Boundary Resources im IIoT,Dimitri Petrik,2022,10.1007/978-3-658-37460-0,http://link.springer.com/book/10.1007/978-3-658-37460-0
Management of Digital EcoSystems,Richard ChbeirDjamal BenslimaneMichalis ZervakisYannis ManolopoulosNgoc Thanh NgyuenJoe Tekli,2024,10.1007/978-3-031-51643-6,http://link.springer.com/book/10.1007/978-3-031-51643-6
Management of quality requirements in agile and rapid software development: A systematic mapping study,Woubshet Behutiye and Pertti Karhapää and Lidia López and Xavier Burgués and Silverio Martínez-Fernández and Anna Maria Vollmer and Pilar Rodríguez and Xavier Franch and Markku Oivo,2020,https://doi.org/10.1016/j.infsof.2019.106225,https://www.sciencedirect.com/science/article/pii/S095058491930240X
Managing security evidence in safety-critical organizations,Mazen Mohamad and Jan-Philipp Steghöfer and Eric Knauss and Riccardo Scandariato,2024,https://doi.org/10.1016/j.jss.2024.112082,https://www.sciencedirect.com/science/article/pii/S0164121224001274
Materializing Microservice-oriented Architecture from Monolithic Object-oriented Source Code,Pascal ZaragozaAbdelhak-Djamel SeriaiAbderrahmane SeriaiAnas ShatnawiHinde-Lilia BouzianeMustapha Derras,2022,10.1007/978-3-031-11513-4_7,http://link.springer.com/chapter/10.1007/978-3-031-11513-4_7
MeTeaM—A method for characterizing mature software metrics teams,Wilhelm Meding and Miroslaw Staron and Ola Söder,2021,https://doi.org/10.1016/j.jss.2021.111006,https://www.sciencedirect.com/science/article/pii/S0164121221001035
Measuring Software Process: A Systematic Mapping Study,"Meidan, Ayman and Garc\'{\i}a-Garc\'{\i}a, Juli\'{a}n A. and Ramos, Isabel and Escalona, Mar\'{\i}a Jos\'{e}",2018,10.1145/3186888,https://doi.org/10.1145/3186888
Measuring and Clustering Heterogeneous Chatbot Designs,"Ca\~{n}izares, Pablo C. and L\'{o}pez-Morales, Jose Mar\'{\i}a and P\'{e}rez-Soler, Sara and Guerra, Esther and de Lara, Juan",2024,10.1145/3637228,https://doi.org/10.1145/3637228
Measuring performance quality scenarios in big data analytics applications: a DevOps and domain-specific model approach,"Castellanos, Camilo and Varela, Carlos A. and Correal, Dario",2019,10.1145/3344948.3344986,https://doi.org/10.1145/3344948.3344986
"Mega-modeling of complex, distributed, heterogeneous CPS systems",Eugenio Villar and Javier Merino and Hector Posadas and Rafik Henia and Laurent Rioux,2020,https://doi.org/10.1016/j.micpro.2020.103244,https://www.sciencedirect.com/science/article/pii/S0141933120304051
Meta-Model Approach of Applied Devops on Internet of Things Ecosystem,"El Khalyly, Badr and Belangour, Abdessamad and Erraissi, Allae and Banane, Mouad",2020,10.1109/ICECOCS50124.2020.9314552,
Metamodeling: Applications and Trajectories to the Future,Hans-Georg FillHarald Kühn,2024,10.1007/978-3-031-56862-6,http://link.springer.com/book/10.1007/978-3-031-56862-6
Metric selection and anomaly detection for cloud operations using log and metric correlation analysis,Mostafa Farshchi and Jean-Guy Schneider and Ingo Weber and John Grundy,2018,https://doi.org/10.1016/j.jss.2017.03.012,https://www.sciencedirect.com/science/article/pii/S0164121217300596
Micro Frontend Based Performance Improvement and Prediction for Microservices Using Machine Learning,Neha KaushikHarish KumarVinay Raj,2024,10.1007/s10723-024-09760-8,http://link.springer.com/article/10.1007/s10723-024-09760-8
"Microservice architecture and model-driven development: yet singles, soon married (?)","Rademacher, Florian and Sorgalla, Jonas and Wizenty, Philip Nils and Sachweh, Sabine and Z\""{u}ndorf, Albert",2018,10.1145/3234152.3234193,https://doi.org/10.1145/3234152.3234193
Microservice architecture recovery based on intra-service and inter-service features,Lulu Wang and Peng Hu and Xianglong Kong and Wenjie Ouyang and Bixin Li and Haixin Xu and Tao Shao,2023,https://doi.org/10.1016/j.jss.2023.111754,https://www.sciencedirect.com/science/article/pii/S0164121223001498
Microservices: Architecting and Design Considerations,Kasam Ahmed ShaikhShailesh S. Agaskar,2022,10.1007/978-1-4842-7809-3_2,http://link.springer.com/chapter/10.1007/978-1-4842-7809-3_2
Microsoft AVD Essentials,Puthiyavan Udayakumar,2022,10.1007/978-1-4842-7796-6_1,http://link.springer.com/chapter/10.1007/978-1-4842-7796-6_1
Microsoft Power Platform,Brian Hodel,2023,10.1007/978-1-4842-9334-8_1,http://link.springer.com/chapter/10.1007/978-1-4842-9334-8_1
Migrating to Cloud-Native Architectures Using Microservices: An Experience Report,Armin BalalaieAbbas HeydarnooriPooyan Jamshidi,2016,10.1007/978-3-319-33313-7_15,http://link.springer.com/chapter/10.1007/978-3-319-33313-7_15
Migration Strategies and Refactoring Methodology When Moving a Legacy ERP System to Cloud Platform,Majda El MariouliJalal Laassiri,2022,10.1007/978-3-030-64258-7_19,http://link.springer.com/chapter/10.1007/978-3-030-64258-7_19
Migration from On-Premises to Cloud: Challenges and Opportunities,Rossana M. C. AndradeWilson CastroLeonan CarneiroErik BayerleinIcaro S. de OliveiraPedro A. M. OliveiraIsmayle S. SantosTales P. NogueiraVictória T. Oliveira,2025,10.1007/978-3-031-75144-8_12,http://link.springer.com/chapter/10.1007/978-3-031-75144-8_12
Migration of monolithic systems to microservices: A systematic mapping study,Ana {Martínez Saucedo} and Guillermo Rodríguez and Fabio {Gomes Rocha} and Rodrigo Pereira dos Santos,2025,https://doi.org/10.1016/j.infsof.2024.107590,https://www.sciencedirect.com/science/article/pii/S0950584924001952
Migration to Microservices: Barriers and Solutions,Javad GhofraniArezoo Bozorgmehr,2019,10.1007/978-3-030-32475-9_20,http://link.springer.com/chapter/10.1007/978-3-030-32475-9_20
"Mining, Analyzing, and Evolving Data-Intensive Software Ecosystems",Csaba NagyMichele LanzaAnthony Cleve,2023,10.1007/978-3-031-36060-2_11,http://link.springer.com/chapter/10.1007/978-3-031-36060-2_11
Mobile Applications,Dr. Tejinder S. Randhawa,2022,10.1007/978-3-030-02391-1,http://link.springer.com/book/10.1007/978-3-030-02391-1
Mobile Web and Intelligent Information Systems,Muhammad YounasIrfan AwanTor-Morten Grønli,2023,10.1007/978-3-031-39764-6,http://link.springer.com/book/10.1007/978-3-031-39764-6
"Mobile Wireless Middleware, Operating Systems and Applications",Ruidong LiMin JiaTarik Taleb,2023,10.1007/978-3-031-34497-8,http://link.springer.com/book/10.1007/978-3-031-34497-8
"Mobile and Ubiquitous Systems: Computing, Networking and Services",Arkady ZaslavskyZhaolong NingVana KalogerakiDimitrios GeorgakopoulosPanos K. Chrysanthis,2024,10.1007/978-3-031-63992-0,http://link.springer.com/book/10.1007/978-3-031-63992-0
Model Based Systems Engineering Concepts,Matthias BajzekJohannes FritzHannes HickMichael MaletzClemens FaustmannGerald Stieglbauer,2021,10.1007/978-3-319-68847-3_8-2,http://link.springer.com/referenceworkentry/10.1007/978-3-319-68847-3_8-2
Model Based Systems Engineering Concepts,Matthias BajzekJohannes FritzHannes HickMichael MaletzClemens FaustmannGerald Stieglbauer,2021,10.1007/978-3-319-99629-5_8,http://link.springer.com/referenceworkentry/10.1007/978-3-319-99629-5_8
Model Checking Software,Georgiana CaltaisChristian Schilling,2023,10.1007/978-3-031-32157-3,http://link.springer.com/book/10.1007/978-3-031-32157-3
Model Driven Architecture in Containers-Based Software Development,Tomasz GórskiBartosz Chrabski,2020,10.1007/978-3-030-32861-0_10,http://link.springer.com/chapter/10.1007/978-3-030-32861-0_10
Model Driven Deployment of Auto-Scaling Services on Multiple Clouds,"Alipour, Hanieh and Liu, Yan",2018,10.1109/ICSA-C.2018.00033,
Model Driven Software Performance Engineering: Current Challenges and Way Ahead,"Nambiar, Manoj and Kattepur, Ajay and Bhaskaran, Gopal and Singhal, Rekha and Duttagupta, Subhasri",2016,10.1145/2897356.2897363,https://doi.org/10.1145/2897356.2897363
Model driven advanced hybrid cloud services for big data: paradigm and practice,"Yang, Xi and Lehman, Tom",2016,,
Model driven engineering for machine learning components: A systematic literature review,Hira Naveed and Chetan Arora and Hourieh Khalajzadeh and John Grundy and Omar Haggag,2024,https://doi.org/10.1016/j.infsof.2024.107423,https://www.sciencedirect.com/science/article/pii/S0950584924000284
Model for Service License in API Ecosystems,Maja VukovicLiangZhao ZengSriram Rajagopal,2014,10.1007/978-3-662-45391-9_51,http://link.springer.com/chapter/10.1007/978-3-662-45391-9_51
Model-Based DevOps: Foundations and Challenges,"Combemale, Benoit and Jézéquel, Jean-Marc and Perez, Quentin and Vojtisek, Didier and Jansen, Nico and Michael, Judith and Rademacher, Florian and Rumpe, Bernhard and Wortmann, Andreas and Zhang, Jingxi",2023,10.1109/MODELS-C59198.2023.00076,
Model-Based Digital Threads for Socio-Technical Systems,Marcus Vinicius Pereira PessoaLuís Ferreira PiresJoão Luiz Rebelo MoreiraChunlong Wu,2022,10.1007/978-3-030-97516-6_2,http://link.springer.com/chapter/10.1007/978-3-030-97516-6_2
Model-Based Framework for Continuous Adaptation and Evolution of Quantum-Classical Hybrid Systems,"Ishikawa, Fuyuki and Saito, Shinobu",2024,10.1145/3660829.3660849,https://doi.org/10.1145/3660829.3660849
Model-Based Safety and Assessment,Christel SeguinMarc ZellerTatiana Prosvirnova,2022,10.1007/978-3-031-15842-1,http://link.springer.com/book/10.1007/978-3-031-15842-1
Model-Driven Elasticity for Cloud Resources,Hayet BrabraAchraf MtibaaWalid GaaloulBoualem Benatallah,2018,10.1007/978-3-319-91563-0_12,http://link.springer.com/chapter/10.1007/978-3-319-91563-0_12
Model-Driven Engineering and Software Development,Luís Ferreira PiresSlimane HammoudiEdwin Seidewitz,2023,10.1007/978-3-031-38821-7,http://link.springer.com/book/10.1007/978-3-031-38821-7
Model-Driven Engineering and Software Development,Francisco José Domínguez MayoLuís Ferreira PiresEdwin Seidewitz,2024,10.1007/978-3-031-66339-0,http://link.springer.com/book/10.1007/978-3-031-66339-0
Model-Driven Engineering of Microservice Architectures—The LEMMA Approach,Florian RademacherPhilip WizentyJonas SorgallaSabine SachwehAlbert Zündorf,2024,10.1007/978-3-031-44412-8_5,http://link.springer.com/chapter/10.1007/978-3-031-44412-8_5
Model-Driven Integration and the OSLC Standard: a Mapping of Applied Studies,"Basso, Fabio and Soares Ferreira, Bruno Marcelo and Torres, Rafael and Frantz, Rafael Z. and Kreutz, Diego and Bernardino, Maicon and de Macedo Rodrigues, Elder",2023,10.1145/3555776.3577761,https://doi.org/10.1145/3555776.3577761
"Model-Driven ML-Ops for Intelligent Enterprise Applications: Vision, Approaches and Challenges",Willem-Jan van den HeuvelDamian A. Tamburri,2020,10.1007/978-3-030-52306-0_11,http://link.springer.com/chapter/10.1007/978-3-030-52306-0_11
Model-Driven Orchestration for Cloud Resources,"Brabra, Hayet and Mtibaa, Achraf and Gaaloul, Walid and Benatallah, Boualem and Gargouri, Faiez",2019,10.1109/CLOUD.2019.00074,
Model-Driven Security Smell Resolution in Microservice Architecture Using LEMMA,Philip WizentyFrancisco PonceFlorian RademacherJacopo SoldaniHernán AstudilloAntonio BrogiSabine Sachweh,2024,10.1007/978-3-031-61753-9_3,http://link.springer.com/chapter/10.1007/978-3-031-61753-9_3
Model-Driven Smart Contract Generation Leveraging ChatGPT,Nenad PetrovićIssam Al-Azzoni,2023,10.1007/978-3-031-40579-2_37,http://link.springer.com/chapter/10.1007/978-3-031-40579-2_37
Model-based Resource Management for Fine-grained Services,"Gias, Alim Ul",2023,10.1145/3579342.3579350,https://doi.org/10.1145/3579342.3579350
Model-based cloud resource management with TOSCA and OCCI,Stéphanie ChallitaFabian KorteJohannes ErbelFaiez ZalilaJens GrabowskiPhilippe Merle,2021,10.1007/s10270-021-00869-y,http://link.springer.com/article/10.1007/s10270-021-00869-y
Model-based fleet deployment in the IoT–edge–cloud continuum,Hui SongRustem DautovNicolas FerryArnor SolbergFranck Fleurey,2022,10.1007/s10270-022-01006-z,http://link.springer.com/article/10.1007/s10270-022-01006-z
Model-based fleet deployment of edge computing applications,"Song, Hui and Dautov, Rustem and Ferry, Nicolas and Solberg, Arnor and Fleurey, Franck",2020,10.1145/3365438.3410951,https://doi.org/10.1145/3365438.3410951
Model-based intelligent user interface adaptation: challenges and future directions,Silvia AbrahãoEmilio InsfranArthur SluÿtersJean Vanderdonckt,2021,10.1007/s10270-021-00909-7,http://link.springer.com/article/10.1007/s10270-021-00909-7
"Model-based tool for the design, configuration and deployment of data-intensive applications in hybrid environments: An Industry 4.0 case study",Ricardo Dintén and Patricia {López Martínez} and Marta Zorrilla,2024,https://doi.org/10.1016/j.jii.2024.100668,https://www.sciencedirect.com/science/article/pii/S2452414X24001122
Model-driven Generation of Microservice Architectures for Benchmarking Performance and Resilience Engineering Approaches,"D\""{u}llmann, Thomas F. and van Hoorn, Andr\'{e}",2017,10.1145/3053600.3053627,https://doi.org/10.1145/3053600.3053627
Model-driven continuous deployment for quality DevOps,"Arta\v{c}, Matej and Borov\v{s}ak, Tadej and Di Nitto, Elisabetta and Guerriero, Michele and Tamburri, Damian A.",2016,10.1145/2945408.2945417,https://doi.org/10.1145/2945408.2945417
Model-driven engineering of information systems: 10 years and 1000 versions,Jim Davies and Jeremy Gibbons and James Welch and Edward Crichton,2014,https://doi.org/10.1016/j.scico.2013.02.002,https://www.sciencedirect.com/science/article/pii/S0167642313000270
"Modeling Autonomic Systems in the time of ML, DevOps and Microservices","Bencomo, Nelly",2021,10.1109/MODELS-C53483.2021.00118,
Modeling and Visualization of Complex Systems with the Use of GraphTool,Iwona ŚwiderskaEwa GrabskaWojciech Palacz,2023,10.1007/978-3-031-43815-8_6,http://link.springer.com/chapter/10.1007/978-3-031-43815-8_6
"Modeling compliance specifications in linear temporal logic, event processing language and property specification patterns: a controlled experiment on understandability",Christoph CzepaAmirali AmiriEvangelos NtentosUwe Zdun,2019,10.1007/s10270-019-00721-4,http://link.springer.com/article/10.1007/s10270-019-00721-4
Modeling in Agile Software Development: Decomposing Use Cases Towards Logical Architecture Design,Nuno SantosJaime PereiraNuno FerreiraRicardo J. Machado,2018,10.1007/978-3-030-03673-7_31,http://link.springer.com/chapter/10.1007/978-3-030-03673-7_31
Modeling in advanced systems engineering,Jeff GrayBernhard Rumpe,2022,10.1007/s10270-022-00999-x,http://link.springer.com/article/10.1007/s10270-022-00999-x
Modeling languages in Industry 4.0: an extended systematic mapping study,Andreas WortmannOlivier BaraisBenoit CombemaleManuel Wimmer,2020,10.1007/s10270-019-00757-6,http://link.springer.com/article/10.1007/s10270-019-00757-6
"Modeling of, for, and with digital twins",Jeff GrayBernhard Rumpe,2022,10.1007/s10270-022-01046-5,http://link.springer.com/article/10.1007/s10270-022-01046-5
Modeling the Enterprise Architecture,John D. McDowall,2019,10.1007/978-1-4842-4306-0_6,http://link.springer.com/chapter/10.1007/978-1-4842-4306-0_6
Modelling Economic Capital,David Jamieson Bolder,2022,10.1007/978-3-030-95096-5,http://link.springer.com/book/10.1007/978-3-030-95096-5
Modelling and Analysing Replica- and Fault-aware Management of Horizontally Scalable Applications,"Soldani, Jacopo and Cameriero, Marco and Paparelli, Giulio and Brogi, Antonio",2022,10.1145/3511302,https://doi.org/10.1145/3511302
Modelling and Implementation of Complex Systems,Salim ChikhiGregorio Diaz-DescalzoAbdelmalek AmineAllaoua ChaouiDjamel Eddine SaidouniMohamed Khireddine Kholladi,2023,10.1007/978-3-031-18516-8,http://link.springer.com/book/10.1007/978-3-031-18516-8
Modelling in low-code development: a multi-vocal systematic review,Alessio BucaioniAntonio CicchettiFederico Ciccozzi,2022,10.1007/s10270-021-00964-0,http://link.springer.com/article/10.1007/s10270-021-00964-0
Modelling multi-tier enterprise applications behaviour with design of experiments technique,"Ustinova, Tatiana and Jamshidi, Pooyan",2015,10.1145/2804371.2804374,https://doi.org/10.1145/2804371.2804374
Models for Implementation of Software Configuration Management,Arturs Bartusevics and Leonids Novickis,2015,https://doi.org/10.1016/j.procs.2014.12.002,https://www.sciencedirect.com/science/article/pii/S1877050914015701
Models@Runtime for Continuous Design and Deployment,Nicolas FerryArnor Solberg,2017,10.1007/978-3-319-46031-4_9,http://link.springer.com/chapter/10.1007/978-3-319-46031-4_9
Modern Artificial Intelligence and Data Science 2024,Abdellah Idrissi,2024,10.1007/978-3-031-65038-3,http://link.springer.com/book/10.1007/978-3-031-65038-3
Modernizing Legacy Systems with Microservices: A Roadmap,"Wolfart, Daniele and Assun\c{c}\~{a}o, Wesley K. G. and da Silva, Ivonei F. and Domingos, Diogo C. P. and Schmeing, Ederson and Villaca, Guilherme L. Donin and Paza, Diogo do N.",2021,10.1145/3463274.3463334,https://doi.org/10.1145/3463274.3463334
Monitoring tools for DevOps and microservices: A systematic grey literature review,L. Giamattei and A. Guerriero and R. Pietrantuono and S. Russo and I. Malavolta and T. Islam and M. Dînga and A. Koziolek and S. Singh and M. Armbruster and J.M. Gutierrez-Martinez and S. Caro-Alvaro and D. Rodriguez and S. Weber and J. Henss and E. Fernandez Vogelin and F. Simon Panojo,2024,https://doi.org/10.1016/j.jss.2023.111906,https://www.sciencedirect.com/science/article/pii/S0164121223003011
MontiThings: Model-Driven Development and Deployment of Reliable IoT Applications,Jörg Christian Kirchhof and Bernhard Rumpe and David Schmalzing and Andreas Wortmann,2022,https://doi.org/10.1016/j.jss.2021.111087,https://www.sciencedirect.com/science/article/pii/S0164121221001849
