title,author,year,doi,url,Inclusion/Exclusion criteria
Information and Software Technologies,Audrius LopataDaina GudonienėRita Butkienė,2022,10.1007/978-3-031-16302-9,http://link.springer.com/book/10.1007/978-3-031-16302-9,EC5
Information and Software Technologies,Audrius LopataDaina GudonienėRita Butkienė,2021,10.1007/978-3-030-88304-1,http://link.springer.com/book/10.1007/978-3-030-88304-1,EC5
Information-Driven Machine Learning,Gerald Friedland,2024,10.1007/978-3-031-39477-5,http://link.springer.com/book/10.1007/978-3-031-39477-5,EC5
Informationsgesteuertes maschinelles Lernen,Gerald Friedland,2024,10.1007/978-3-031-56274-7,http://link.springer.com/book/10.1007/978-3-031-56274-7,EC8
Infrastructure-as-Code for Data-Intensive Architectures: A Model-Driven Development Approach,"Artac, Matej and Borovšak, Tadej and Di Nitto, Elisabetta and Guerriero, Michele and Perez-Palacin, Diego and Tamburri, Damian Andrew",2018,10.1109/ICSA.2018.00025,,EC1
Innovation Through Information Systems,Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz,2021,10.1007/978-3-030-86800-0,http://link.springer.com/book/10.1007/978-3-030-86800-0,EC5
Innovation Through Information Systems,Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz,2021,10.1007/978-3-030-86797-3,http://link.springer.com/book/10.1007/978-3-030-86797-3,EC5
Innovations in Bio-Inspired Computing and Applications,Ajith AbrahamAnu BajajNiketa GandhiAna Maria MadureiraCengiz Kahraman,2023,10.1007/978-3-031-27499-2,http://link.springer.com/book/10.1007/978-3-031-27499-2,EC5
Innovations in Data Analytics,Abhishek BhattacharyaSoumi DuttaParamartha DuttaDebabrata Samanta,2024,10.1007/978-981-97-3466-5,http://link.springer.com/book/10.1007/978-981-97-3466-5,EC5
Innovations in Electrical and Electronic Engineering,Prof. Dr. Margarita N. FavorskayaProf. Dr. Saad MekhilefProf. Rajendra Kumar PandeyProf. Dr. Nitin Singh,2021,10.1007/978-981-15-4692-1,http://link.springer.com/book/10.1007/978-981-15-4692-1,EC5
Innovations in Smart Cities Applications Volume 6,Mohamed Ben AhmedAnouar Abdelhakim BoudhirDomingos SantosRogerio DionisioNabil Benaya,2023,10.1007/978-3-031-26852-6,http://link.springer.com/book/10.1007/978-3-031-26852-6,EC5
Innovative Computing and Communications,Aboul Ella HassanienSameer AnandAjay JaiswalPrabhat Kumar,2024,10.1007/978-981-97-4149-6,http://link.springer.com/book/10.1007/978-981-97-4149-6,EC5
Insights into software development approaches: mining Q &A repositories,Arif Ali KhanJaved Ali KhanMuhammad Azeem AkbarPeng ZhouMahdi Fahmideh,2023,10.1007/s10664-023-10417-5,http://link.springer.com/article/10.1007/s10664-023-10417-5,EC5
Integrated Cloud Application Provisioning: Interconnecting Service-Centric and Script-Centric Management Technologies,Uwe BreitenbücherTobias BinzOliver KoppFrank LeymannJohannes Wettinger,2013,10.1007/978-3-642-41030-7_9,http://link.springer.com/chapter/10.1007/978-3-642-41030-7_9,EC1
Integrating model-driven engineering as the next challenge for artificial intelligence: application to risk and crisis management,"Benaben, Frederick and Lauras, Matthieu and Fertier, Audrey and Salatg\'{e}, Nicolas",2020,,,EC1
Integrating scenario- and contract-based verification for automated vessels,Georg HakeDavid ReiherJan MentjesAxel Hahn,2024,10.1007/s00773-024-01008-0,http://link.springer.com/article/10.1007/s00773-024-01008-0,EC1
Intelligent Autonomous Systems 17,Ivan PetrovicEmanuele MenegattiIvan Marković,2023,10.1007/978-3-031-22216-0,http://link.springer.com/book/10.1007/978-3-031-22216-0,EC5
Intelligent Computing,Prof. Dr. Kohei Arai,2022,10.1007/978-3-030-80119-9,http://link.springer.com/book/10.1007/978-3-030-80119-9,EC5
Intelligent Computing,Prof. Dr. Kohei Arai,2022,10.1007/978-3-031-10461-9,http://link.springer.com/book/10.1007/978-3-031-10461-9,EC5
Intelligent Computing,Kohei Arai,2022,10.1007/978-3-031-10467-1,http://link.springer.com/book/10.1007/978-3-031-10467-1,EC5
Intelligent Computing,Prof. Dr. Kohei Arai,2021,10.1007/978-3-030-80129-8,http://link.springer.com/book/10.1007/978-3-030-80129-8,EC5
Intelligent Computing,Kohei Arai,2024,10.1007/978-3-031-62273-1,http://link.springer.com/book/10.1007/978-3-031-62273-1,EC5
Intelligent Distributed Computing XVI,Michael Köhler-BußmeierWolfgang RenzJan Sudeikat,2024,10.1007/978-3-031-60023-4,http://link.springer.com/book/10.1007/978-3-031-60023-4,EC5
Intelligent Information Systems,Cristina CabanillasFrancisca Pérez,2023,10.1007/978-3-031-34674-3,http://link.springer.com/book/10.1007/978-3-031-34674-3,EC5
Intelligent Secure Trustable Things,Michael KarnerJohannes PeltolaMichael JerneLukas KulasPeter Priller,2024,10.1007/978-3-031-54049-3,http://link.springer.com/book/10.1007/978-3-031-54049-3,EC5
Intelligent Sustainable Systems,Jennifer S. RajIsidoros PerikosValentina Emilia Balas,2023,10.1007/978-981-99-1726-6,http://link.springer.com/book/10.1007/978-981-99-1726-6,EC5
Intelligent Systems Design and Applications,Dr. Ajith AbrahamDr. Niketa GandhiDr. Thomas HanneDr. Tzung-Pei HongDr. Tatiane Nogueira RiosDr. Weiping Ding,2022,10.1007/978-3-030-96308-8,http://link.springer.com/book/10.1007/978-3-030-96308-8,EC5
Intelligent Systems Design and Applications,Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj,2023,10.1007/978-3-031-35510-3,http://link.springer.com/book/10.1007/978-3-031-35510-3,EC5
Intelligent Systems and Applications,Kohei Arai,2024,10.1007/978-3-031-66329-1,http://link.springer.com/book/10.1007/978-3-031-66329-1,EC5
Intelligent Systems and Applications,Kohei Arai,2024,10.1007/978-3-031-47718-8,http://link.springer.com/book/10.1007/978-3-031-47718-8,EC5
Intelligent Systems and Applications,Prof. Dr. Kohei Arai,2022,10.1007/978-3-030-82196-8,http://link.springer.com/book/10.1007/978-3-030-82196-8,EC5
Intelligent software engineering in the context of agile software development: A systematic literature review,Mirko Perkusich and Lenardo {Chaves e Silva} and Alexandre Costa and Felipe Ramos and Renata Saraiva and Arthur Freire and Ednaldo Dilorenzo and Emanuel Dantas and Danilo Santos and Kyller Gorgônio and Hyggo Almeida and Angelo Perkusich,2020,https://doi.org/10.1016/j.infsof.2019.106241,https://www.sciencedirect.com/science/article/pii/S0950584919302587,EC5
Interfacer: A Model-Driven Development Method for SDN Applications,João Eurípedes Pereira JúniorFlávio de Oliveira SilvaJoão Henrique de Souza PereiraPedro Frosi Rosa,2020,10.1007/978-3-030-15032-7_54,http://link.springer.com/chapter/10.1007/978-3-030-15032-7_54,EC5
International Conference on Advanced Intelligent Systems for Sustainable Development,Janusz KacprzykMostafa EzziyyaniValentina Emilia Balas,2023,10.1007/978-3-031-26384-2,http://link.springer.com/book/10.1007/978-3-031-26384-2,EC5
International Joint Conference 16th International Conference on Computational Intelligence in Security for Information Systems (CISIS 2023)  14th International Conference on EUropean Transnational Education (ICEUTE 2023),Pablo García BringasHilde Pérez GarcíaFrancisco Javier Martínez de PisónFrancisco Martínez ÁlvarezAlicia Troncoso LoraÁlvaro HerreroJosé Luis Calvo RolleHéctor QuintiánEmilio Corchado,2023,10.1007/978-3-031-42519-6,http://link.springer.com/book/10.1007/978-3-031-42519-6,EC5
Internet of Production,Christian BrecherGünther SchuhWil van der AalstMatthias JarkeFrank T. PillerMelanie Padberg,2024,10.1007/978-3-031-44497-5,http://link.springer.com/book/10.1007/978-3-031-44497-5,EC5
Internet of Things. IoT through a Multi-disciplinary Perspective,Luis M. Camarinha-MatosLuis RibeiroLeon Strous,2022,10.1007/978-3-031-18872-5,http://link.springer.com/book/10.1007/978-3-031-18872-5,EC5
Internetware '22: Proceedings of the 13th Asia-Pacific Symposium on Internetware,,2022,,,EC5
Internetware '24: Proceedings of the 15th Asia-Pacific Symposium on Internetware,,2024,,,EC5
Interoperability and Portability Approaches in Inter-Connected Clouds: A Review,"Kaur, Kiranbir and Sharma, DR. Sandeep and Kahlon, DR. Karanjeet Singh",2017,10.1145/3092698,https://doi.org/10.1145/3092698,EC1
Introducing Blockchain Applications,Joseph Thachil George,2022,10.1007/978-1-4842-7480-4,http://link.springer.com/book/10.1007/978-1-4842-7480-4,EC1
Introducing Computer Science Undergraduate Students to DevOps Technologies from Software Engineering Fundamentals,"Sarmiento-Calisaya, Edgar and Mamani-Aliaga, Alvaro and Leite, Julio Cesar Sampaio Do Prado",2024,10.1145/3639474.3640071,https://doi.org/10.1145/3639474.3640071,EC6
Introducing Microsoft Orleans,Thomas Nelson,2022,10.1007/978-1-4842-8014-0,http://link.springer.com/book/10.1007/978-1-4842-8014-0,EC6
"Introducing the new paradigm of Social Dispersed Computing: Applications, Technologies and Challenges",Marisol García-Valls and Abhishek Dubey and Vicent Botti,2018,https://doi.org/10.1016/j.sysarc.2018.05.007,https://www.sciencedirect.com/science/article/pii/S1383762118301036,EC6
Introduction,Elisabetta Di NittoDana Petcu,2017,10.1007/978-3-319-46031-4_1,http://link.springer.com/chapter/10.1007/978-3-319-46031-4_1,EC6
Introduction,Ingo Arnold,2022,10.1007/978-3-030-84589-6_1,http://link.springer.com/chapter/10.1007/978-3-030-84589-6_1,EC6
Introduction,José Raúl RomeroInmaculada Medina-BuloFrancisco Chicano,2023,10.1007/978-981-19-9948-2_1,http://link.springer.com/chapter/10.1007/978-981-19-9948-2_1,EC6
Introduction to Machine Learning,Heli HelskyahoJean YuKai Yu,2021,10.1007/978-1-4842-7032-5_1,http://link.springer.com/chapter/10.1007/978-1-4842-7032-5_1,EC6
Introduction to Security and Quality Improvement in Complex Cyber-Physical Systems Engineering,Stefan BifflMatthias EckhartArndt LüderEdgar Weippl,2019,10.1007/978-3-030-25312-7_1,http://link.springer.com/chapter/10.1007/978-3-030-25312-7_1,EC1
Introduction to Software Engineering for Games in Serious Contexts,Kendra M.  L. Cooper,2023,10.1007/978-3-031-33338-5_1,http://link.springer.com/chapter/10.1007/978-3-031-33338-5_1,EC1
Introduction to SparxSystems Enterprise Architect,Peter Doomen,2023,10.1007/978-1-4842-9312-6,http://link.springer.com/book/10.1007/978-1-4842-9312-6,EC1
Introduction to the Special Issue on Emerging Software Technologies for Internet-Based Systems: Internetware and DevOps,"Xie, Tao and van Hoorn, Andre and Wang, Huaimin and Weber, Ingo",2018,10.1145/3173572,https://doi.org/10.1145/3173572,EC1
Introduction to the theme section on Agile model-driven engineering,Kevin LanoShekoufeh Kolahdouz-RahimiJavier TroyaHessa Alfraihi,2022,10.1007/s10270-022-01016-x,http://link.springer.com/article/10.1007/s10270-022-01016-x,EC1
Introduction: Unfolding ICT,Sriram BirudavoluBiswajit Nag,2019,10.1007/978-981-13-1675-3_1,http://link.springer.com/chapter/10.1007/978-981-13-1675-3_1,EC1
IoT '23: Proceedings of the 13th International Conference on the Internet of Things,,2023,,,EC5
IoT System Testing,Jon Duncan Hagar,2022,10.1007/978-1-4842-8276-2,http://link.springer.com/book/10.1007/978-1-4842-8276-2,EC5
JetBrains MPS as Core DSL Technology for Developing Professional Digital Printers,Eugen SchindlerHristina MonevaJoost van PinxtenLouis van GoolBart van der MeulenNiko StotzBart Theelen,2021,10.1007/978-3-030-73758-0_3,http://link.springer.com/chapter/10.1007/978-3-030-73758-0_3,EC1
JuNo-OPS: A DevOps Framework for the Engineering of Digital Twins for Built Assets,"Aissat, Sara and Beaulieu, Jonathan and Bordeleau, Francis and Gascon-Samson, Julien and Poirier, Erik A. and Motamedi, Ali",2024,10.1145/3652620.3688266,https://doi.org/10.1145/3652620.3688266,EC1
Keynote on Software Modernization: From Industry Needs to Developers' Perception,"Assun\c{c}\~{a}o, Wesley K. G.",2024,10.1145/3643665.3648568,https://doi.org/10.1145/3643665.3648568,EC1
Knowledge Management in Organizations,Lorna UdenDr. I-Hsien TingKai Wang,2021,10.1007/978-3-030-81635-3,http://link.springer.com/book/10.1007/978-3-030-81635-3,EC1
Knowledge diffusion trajectories of agile software development research: A main path analysis,Yulianus Palopak and Sun-Jen Huang and Wiwit Ratnasari,2023,https://doi.org/10.1016/j.infsof.2022.107131,https://www.sciencedirect.com/science/article/pii/S0950584922002403,EC1
Knowledge representation of the state of a cloud-native application,Joanna KosińskaGrzegorz BrotońMaciej Tobiasz,2024,10.1007/s10009-023-00705-2,http://link.springer.com/article/10.1007/s10009-023-00705-2,EC1
Knowledge-Based Software Engineering: 2022,Maria VirvouTakuya SaruwatariLakhmi C. Jain,2023,10.1007/978-3-031-17583-1,http://link.springer.com/book/10.1007/978-3-031-17583-1,EC5
LEV4REC: A feature-based approach to engineering RSSEs,Claudio {Di Sipio} and Juri {Di Rocco} and Davide {Di Ruscio} and Phuong T. Nguyen,2024,https://doi.org/10.1016/j.cola.2023.101256,https://www.sciencedirect.com/science/article/pii/S2590118423000667,EC1
Landscaping systematic mapping studies in software engineering: A tertiary study,Muhammad Uzair Khan and Salman Sherin and Muhammad Zohaib Iqbal and Rubab Zahid,2019,https://doi.org/10.1016/j.jss.2018.12.018,https://www.sciencedirect.com/science/article/pii/S0164121218302784,EC1
Large Process Models: A Vision for Business Process Management in the Age of Generative AI,Timotheus KampikChristian WarmuthAdrian RebmannRon AgamLukas N. P. EggerAndreas GerberJohannes HoffartJonas KolkPhilipp HerzigGero DeckerHan van der AaArtem PolyvyanyyStefanie Rinderle-MaIngo WeberMatthias Weidlich,2024,10.1007/s13218-024-00863-8,http://link.springer.com/article/10.1007/s13218-024-00863-8,EC1
Large-Scale Agile Frameworks,Sascha Block,2023,10.1007/978-3-662-67782-7,http://link.springer.com/book/10.1007/978-3-662-67782-7,EC1
Layered Service Model Architecture for Cloud Computing,Vishal KaushikPrajwal BhardwajKaustubh Lohani,2022,10.1007/978-3-030-99191-3_8,http://link.springer.com/chapter/10.1007/978-3-030-99191-3_8,EC1
Lean and Agile Software Development,Adam PrzybyłekAleksander JarzębowiczIvan LukovićYen Ying Ng,2022,10.1007/978-3-030-94238-0,http://link.springer.com/book/10.1007/978-3-030-94238-0,EC1
Learning Exercises and Solutions,Andriy LuntovskyyDietbert Gütter,2022,10.1007/978-3-030-92829-2_12,http://link.springer.com/chapter/10.1007/978-3-030-92829-2_12,EC1
Legacy systems to cloud migration: A review from the architectural perspective,Muhammad Hafiz Hasan and Mohd Hafeez Osman and Novia Indriaty Admodisastro and Muhamad Sufri Muhammad,2023,https://doi.org/10.1016/j.jss.2023.111702,https://www.sciencedirect.com/science/article/pii/S0164121223000973,EC1
Lemons: Leveraging Model-Based Techniques to Enable Non-Intrusive Semantic Enrichment in Wireless Sensor Networks,"Novacek, Jan and Kühlwein, Arthur and Reiter, Sebastian and Viehl, Alexander and Bringmann, Oliver and Rosenstiel, Wolfgang",2020,10.1109/SEAA51224.2020.00092,,EC1
"Leveraging Applications of Formal Methods, Verification and Validation",Tiziana MargariaProf. Dr. Bernhard Steffen,2021,10.1007/978-3-030-89159-6,http://link.springer.com/book/10.1007/978-3-030-89159-6,EC1
"Leveraging Applications of Formal Methods, Verification and Validation. Adaptation and Learning",Tiziana MargariaBernhard Steffen,2022,10.1007/978-3-031-19759-8,http://link.springer.com/book/10.1007/978-3-031-19759-8,EC1
"Leveraging Applications of Formal Methods, Verification and Validation. Practice",Tiziana MargariaBernhard Steffen,2022,10.1007/978-3-031-19762-8,http://link.springer.com/book/10.1007/978-3-031-19762-8,EC1
"Leveraging Applications of Formal Methods, Verification and Validation. REoCAS Colloquium in Honor of Rocco De Nicola",Tiziana MargariaBernhard Steffen,2025,10.1007/978-3-031-73709-1,http://link.springer.com/book/10.1007/978-3-031-73709-1,EC1
"Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering",Tiziana MargariaBernhard Steffen,2022,10.1007/978-3-031-19756-7,http://link.springer.com/book/10.1007/978-3-031-19756-7,EC1
Leveraging Design and Runtime Architecture Models to Support Self-awareness,Philippe LalandaStéphanie CholletCatherine Hamon,2017,10.1007/978-3-319-47474-8_24,http://link.springer.com/chapter/10.1007/978-3-319-47474-8_24,EC1
Leveraging Model-Driven Technologies for JSON Artefacts: The Shipyard Case Study,"Colantoni, Alessandro and Garmendia, Antonio and Berardinelli, Luca and Wimmer, Manuel and Bräuer, Johannes",2021,10.1109/MODELS50736.2021.00033,,EC1
Linux System Administration for the 2020s,Kenneth Hitchcock,2022,10.1007/978-1-4842-7984-7,http://link.springer.com/book/10.1007/978-1-4842-7984-7,EC6
Living Modeling of IT Architectures: Challenges and Solutions,Thomas TrojerMatthias FarwickMartin HäuslerRuth Breu,2015,10.1007/978-3-319-15545-6_26,http://link.springer.com/chapter/10.1007/978-3-319-15545-6_26,EC1
Low-Code Programming Models,"Hirzel, Martin",2023,10.1145/3587691,https://doi.org/10.1145/3587691,EC1
Towards Modeling Framework for DevOps: Requirements Derived from Industry Use Case,Francis BordeleauJordi CabotJuergen DingelBassem S. RabilPatrick Renaud,2020,10.1007/978-3-030-39306-9_10,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_10,IC1
MDE in the Wild: An Exploratory Analysis on What Developers are Discussing from Q&amp;A Platforms,"Medeiros, Carlos Alberto and Bandeira, Alan and Maia, Paulo Henrique M. and Paixao, Matheus",2020,10.1145/3422392.3422447,https://doi.org/10.1145/3422392.3422447,EC1
MEDICON’23 and CMBEBIH’23,Almir BadnjevićLejla Gurbeta Pokvić,2024,10.1007/978-3-031-49062-0,http://link.springer.com/book/10.1007/978-3-031-49062-0,EC5
MLOps Lifecycle Toolkit,Dayne Sorvisto,2023,10.1007/978-1-4842-9642-4,http://link.springer.com/book/10.1007/978-1-4842-9642-4,EC1
MORPHEMIC - Optimization of the Deployment and Life-cycle Management of Data-intensive Applications in the Cloud Computing Continuum,"Bagnato, Alessandra and Krasnodebska, J\'{o}zefina",2023,10.1145/3591335.3591350,https://doi.org/10.1145/3591335.3591350,EC1
Machine Intelligence and Data Science Applications,Prof. Vaclav SkalaProf. Dr. T. P. SinghDr. Tanupriya ChoudhuryDr. Ravi TomarDr. Md. Abul Bashar,2022,10.1007/978-981-19-2347-0,http://link.springer.com/book/10.1007/978-981-19-2347-0,EC1
Machine Learning Operations,Gerald Friedland,2024,10.1007/978-3-031-39477-5_13,http://link.springer.com/chapter/10.1007/978-3-031-39477-5_13,EC1
Machine Learning for Classification of DOS Attack in Smart Healthcare Networks,Sweta DargadPooja ThakkarSangeeta Giri,2022,10.1007/978-3-031-10551-7_14,http://link.springer.com/chapter/10.1007/978-3-031-10551-7_14,EC1
Machine Learning for Data Science Handbook,Lior RokachOded MaimonErez Shmueli,2023,10.1007/978-3-031-24628-9,http://link.springer.com/book/10.1007/978-3-031-24628-9,EC1
Machine Learning for Decision Makers,Patanjali Kashyap,2024,10.1007/978-1-4842-9801-5,http://link.springer.com/book/10.1007/978-1-4842-9801-5,EC1
"Machine Learning for Managing Modeling Ecosystems: Techniques, Applications, and a Research Vision",Davide Di RuscioPhuong T. NguyenAlfonso Pierantonio,2023,10.1007/978-3-031-36060-2_10,http://link.springer.com/chapter/10.1007/978-3-031-36060-2_10,EC1
Machine Learning for Oracle Database Professionals,Heli HelskyahoJean YuKai Yu,2021,10.1007/978-1-4842-7032-5,http://link.springer.com/book/10.1007/978-1-4842-7032-5,EC1
Machine Learning for Smart Environments/Cities,Gonçalo MarquesDr. Alfonso González-BrionesJosé Manuel Molina López,2022,10.1007/978-3-030-97516-6,http://link.springer.com/book/10.1007/978-3-030-97516-6,EC1
Machine learning and deep learning based predictive quality in manufacturing: a systematic review,Hasan TercanTobias Meisen,2022,10.1007/s10845-022-01963-8,http://link.springer.com/article/10.1007/s10845-022-01963-8,EC1
Machine learning experiment management tools: a mixed-methods empirical study,Samuel IdowuOsman OsmanDaniel StrüberThorsten Berger,2024,10.1007/s10664-024-10444-w,http://link.springer.com/article/10.1007/s10664-024-10444-w,EC1
Management der Zufriedenheit der Wertschöpfungspartner auf Basis der Boundary Resources im IIoT,Dimitri Petrik,2022,10.1007/978-3-658-37460-0,http://link.springer.com/book/10.1007/978-3-658-37460-0,EC1
Management of Digital EcoSystems,Richard ChbeirDjamal BenslimaneMichalis ZervakisYannis ManolopoulosNgoc Thanh NgyuenJoe Tekli,2024,10.1007/978-3-031-51643-6,http://link.springer.com/book/10.1007/978-3-031-51643-6,EC5
Management of quality requirements in agile and rapid software development: A systematic mapping study,Woubshet Behutiye and Pertti Karhapää and Lidia López and Xavier Burgués and Silverio Martínez-Fernández and Anna Maria Vollmer and Pilar Rodríguez and Xavier Franch and Markku Oivo,2020,https://doi.org/10.1016/j.infsof.2019.106225,https://www.sciencedirect.com/science/article/pii/S095058491930240X,EC1
Managing security evidence in safety-critical organizations,Mazen Mohamad and Jan-Philipp Steghöfer and Eric Knauss and Riccardo Scandariato,2024,https://doi.org/10.1016/j.jss.2024.112082,https://www.sciencedirect.com/science/article/pii/S0164121224001274,EC1
Materializing Microservice-oriented Architecture from Monolithic Object-oriented Source Code,Pascal ZaragozaAbdelhak-Djamel SeriaiAbderrahmane SeriaiAnas ShatnawiHinde-Lilia BouzianeMustapha Derras,2022,10.1007/978-3-031-11513-4_7,http://link.springer.com/chapter/10.1007/978-3-031-11513-4_7,EC1
MeTeaM—A method for characterizing mature software metrics teams,Wilhelm Meding and Miroslaw Staron and Ola Söder,2021,https://doi.org/10.1016/j.jss.2021.111006,https://www.sciencedirect.com/science/article/pii/S0164121221001035,EC1
Measuring Software Process: A Systematic Mapping Study,"Meidan, Ayman and Garc\'{\i}a-Garc\'{\i}a, Juli\'{a}n A. and Ramos, Isabel and Escalona, Mar\'{\i}a Jos\'{e}",2018,10.1145/3186888,https://doi.org/10.1145/3186888,EC1
Measuring and Clustering Heterogeneous Chatbot Designs,"Ca\~{n}izares, Pablo C. and L\'{o}pez-Morales, Jose Mar\'{\i}a and P\'{e}rez-Soler, Sara and Guerra, Esther and de Lara, Juan",2024,10.1145/3637228,https://doi.org/10.1145/3637228,EC1
Measuring performance quality scenarios in big data analytics applications: a DevOps and domain-specific model approach,"Castellanos, Camilo and Varela, Carlos A. and Correal, Dario",2019,10.1145/3344948.3344986,https://doi.org/10.1145/3344948.3344986,EC1
"Mega-modeling of complex, distributed, heterogeneous CPS systems",Eugenio Villar and Javier Merino and Hector Posadas and Rafik Henia and Laurent Rioux,2020,https://doi.org/10.1016/j.micpro.2020.103244,https://www.sciencedirect.com/science/article/pii/S0141933120304051,EC1
Meta-Model Approach of Applied Devops on Internet of Things Ecosystem,"El Khalyly, Badr and Belangour, Abdessamad and Erraissi, Allae and Banane, Mouad",2020,10.1109/ICECOCS50124.2020.9314552,,EC1
Metamodeling: Applications and Trajectories to the Future,Hans-Georg FillHarald Kühn,2024,10.1007/978-3-031-56862-6,http://link.springer.com/book/10.1007/978-3-031-56862-6,EC1
Metric selection and anomaly detection for cloud operations using log and metric correlation analysis,Mostafa Farshchi and Jean-Guy Schneider and Ingo Weber and John Grundy,2018,https://doi.org/10.1016/j.jss.2017.03.012,https://www.sciencedirect.com/science/article/pii/S0164121217300596,EC1
Micro Frontend Based Performance Improvement and Prediction for Microservices Using Machine Learning,Neha KaushikHarish KumarVinay Raj,2024,10.1007/s10723-024-09760-8,http://link.springer.com/article/10.1007/s10723-024-09760-8,EC1
"Microservice architecture and model-driven development: yet singles, soon married (?)","Rademacher, Florian and Sorgalla, Jonas and Wizenty, Philip Nils and Sachweh, Sabine and Z\""{u}ndorf, Albert",2018,10.1145/3234152.3234193,https://doi.org/10.1145/3234152.3234193,EC1
Microservice architecture recovery based on intra-service and inter-service features,Lulu Wang and Peng Hu and Xianglong Kong and Wenjie Ouyang and Bixin Li and Haixin Xu and Tao Shao,2023,https://doi.org/10.1016/j.jss.2023.111754,https://www.sciencedirect.com/science/article/pii/S0164121223001498,EC1
Microservices: Architecting and Design Considerations,Kasam Ahmed ShaikhShailesh S. Agaskar,2022,10.1007/978-1-4842-7809-3_2,http://link.springer.com/chapter/10.1007/978-1-4842-7809-3_2,EC1
Microsoft AVD Essentials,Puthiyavan Udayakumar,2022,10.1007/978-1-4842-7796-6_1,http://link.springer.com/chapter/10.1007/978-1-4842-7796-6_1,EC1
Microsoft Power Platform,Brian Hodel,2023,10.1007/978-1-4842-9334-8_1,http://link.springer.com/chapter/10.1007/978-1-4842-9334-8_1,EC1
Migrating to Cloud-Native Architectures Using Microservices: An Experience Report,Armin BalalaieAbbas HeydarnooriPooyan Jamshidi,2016,10.1007/978-3-319-33313-7_15,http://link.springer.com/chapter/10.1007/978-3-319-33313-7_15,EC1
Migration Strategies and Refactoring Methodology When Moving a Legacy ERP System to Cloud Platform,Majda El MariouliJalal Laassiri,2022,10.1007/978-3-030-64258-7_19,http://link.springer.com/chapter/10.1007/978-3-030-64258-7_19,EC1
Migration from On-Premises to Cloud: Challenges and Opportunities,Rossana M. C. AndradeWilson CastroLeonan CarneiroErik BayerleinIcaro S. de OliveiraPedro A. M. OliveiraIsmayle S. SantosTales P. NogueiraVictória T. Oliveira,2025,10.1007/978-3-031-75144-8_12,http://link.springer.com/chapter/10.1007/978-3-031-75144-8_12,EC1
Migration of monolithic systems to microservices: A systematic mapping study,Ana {Martínez Saucedo} and Guillermo Rodríguez and Fabio {Gomes Rocha} and Rodrigo Pereira dos Santos,2025,https://doi.org/10.1016/j.infsof.2024.107590,https://www.sciencedirect.com/science/article/pii/S0950584924001952,EC1
Migration to Microservices: Barriers and Solutions,Javad GhofraniArezoo Bozorgmehr,2019,10.1007/978-3-030-32475-9_20,http://link.springer.com/chapter/10.1007/978-3-030-32475-9_20,EC1
"Mining, Analyzing, and Evolving Data-Intensive Software Ecosystems",Csaba NagyMichele LanzaAnthony Cleve,2023,10.1007/978-3-031-36060-2_11,http://link.springer.com/chapter/10.1007/978-3-031-36060-2_11,EC1
Mobile Applications,Dr. Tejinder S. Randhawa,2022,10.1007/978-3-030-02391-1,http://link.springer.com/book/10.1007/978-3-030-02391-1,EC1
Mobile Web and Intelligent Information Systems,Muhammad YounasIrfan AwanTor-Morten Grønli,2023,10.1007/978-3-031-39764-6,http://link.springer.com/book/10.1007/978-3-031-39764-6,EC1
"Mobile Wireless Middleware, Operating Systems and Applications",Ruidong LiMin JiaTarik Taleb,2023,10.1007/978-3-031-34497-8,http://link.springer.com/book/10.1007/978-3-031-34497-8,EC1
"Mobile and Ubiquitous Systems: Computing, Networking and Services",Arkady ZaslavskyZhaolong NingVana KalogerakiDimitrios GeorgakopoulosPanos K. Chrysanthis,2024,10.1007/978-3-031-63992-0,http://link.springer.com/book/10.1007/978-3-031-63992-0,EC1
Model Based Systems Engineering Concepts,Matthias BajzekJohannes FritzHannes HickMichael MaletzClemens FaustmannGerald Stieglbauer,2021,10.1007/978-3-319-68847-3_8-2,http://link.springer.com/referenceworkentry/10.1007/978-3-319-68847-3_8-2,EC1
Model Based Systems Engineering Concepts,Matthias BajzekJohannes FritzHannes HickMichael MaletzClemens FaustmannGerald Stieglbauer,2021,10.1007/978-3-319-99629-5_8,http://link.springer.com/referenceworkentry/10.1007/978-3-319-99629-5_8,EC1
Model Checking Software,Georgiana CaltaisChristian Schilling,2023,10.1007/978-3-031-32157-3,http://link.springer.com/book/10.1007/978-3-031-32157-3,EC1
Model Driven Architecture in Containers-Based Software Development,Tomasz GórskiBartosz Chrabski,2020,10.1007/978-3-030-32861-0_10,http://link.springer.com/chapter/10.1007/978-3-030-32861-0_10,EC1
Towards a Model-Based DevOps for Cyber-Physical Systems,Benoit CombemaleManuel Wimmer,2020,10.1007/978-3-030-39306-9_6,http://link.springer.com/chapter/10.1007/978-3-030-39306-9_6,IC1
