Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Organization and Governance","Grow Your Business with AI","","","","10.1007/978-1-4842-9669-1_14","Francisco Javier Campos Zabala","2023","http://link.springer.com/chapter/10.1007/978-1-4842-9669-1_14","Chapter"
"Performance Analysis of Blockchain-based Access Control Model for Personal Health Record System with Architectural Modelling and Simulation","International Journal of Networked and Distributed Computing","","8","3","10.2991/ijndc.k.200515.002","Thein Than ThwinSangsuree Vasupongayya","2020","http://link.springer.com/article/10.2991/ijndc.k.200515.002","Article"
"Event- and Data-Centric Enterprise Risk-Adjusted Return Management","","","","","10.1007/978-1-4842-7440-8","Kannan Subramanian RDr. Sudheesh Kumar Kattumannil","2022","http://link.springer.com/book/10.1007/978-1-4842-7440-8","Book"
"Database and Expert Systems Applications - DEXA 2022 Workshops","Communications in Computer and Information Science","","","","10.1007/978-3-031-14343-4","Prof. Dr. Gabriele KotsisA Min TjoaIsmail KhalilDr. Bernhard MoserProf. Dr. Alfred TaudesAtif MashkoorJohannes SametingerJorge Martinez-GilFlorian SobieczkyLukas FischerRudolf RamlerMaqbool KhanGerald Czech","2022","http://link.springer.com/book/10.1007/978-3-031-14343-4","Book"
"Security Requirements Formalization with RQCODE","CyberSecurity in a DevOps Environment","","","","10.1007/978-3-031-42212-6_3","Andrey SadovykhNan MesseIldar NigmatullinSophie EbersoldMaria NaumchevaJean-Michel Bruel","2024","http://link.springer.com/chapter/10.1007/978-3-031-42212-6_3","Chapter"
"Service-Oriented Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-48424-7","Flavia MontiStefanie Rinderle-MaAntonio Ruiz CortésZibin ZhengMassimo Mecella","2023","http://link.springer.com/book/10.1007/978-3-031-48424-7","Book"
"Evaluation of Novel Approaches to Software Engineering","Communications in Computer and Information Science","","","","10.1007/978-3-031-36597-3","Hermann KaindlMike MannionLeszek A. Maciaszek","2023","http://link.springer.com/book/10.1007/978-3-031-36597-3","Book"
"New Realities, Mobile Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96296-8","Michael E. AuerProf. Dr. Thrasyvoulos Tsiatsos","2022","http://link.springer.com/book/10.1007/978-3-030-96296-8","Book"
"Data Science and Computational Intelligence","Communications in Computer and Information Science","","","","10.1007/978-3-030-91244-4","Dr. K. R. VenugopalP. Deepa ShenoyProf. Dr. Rajkumar BuyyaProf. L. M. PatnaikProf. Sitharama S. Iyengar","2021","http://link.springer.com/book/10.1007/978-3-030-91244-4","Book"
"Cloud Computing and Services Science","Communications in Computer and Information Science","","","","10.1007/978-3-031-21637-4","Donald FergusonMarkus HelfertClaus Pahl","2022","http://link.springer.com/book/10.1007/978-3-031-21637-4","Book"
"Digital Twins, Simulation, and the Metaverse","Simulation Foundations, Methods and Applications","","","","10.1007/978-3-031-69107-2","Michael GrievesEdward Y. Hua","2024","http://link.springer.com/book/10.1007/978-3-031-69107-2","Book"
"ICT Systems Security and Privacy Protection","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-06975-8","Dr. Weizhi MengSimone Fischer-HübnerDr. Christian D. Jensen","2022","http://link.springer.com/book/10.1007/978-3-031-06975-8","Book"
"Digital Marketplaces Unleashed","","","","","10.1007/978-3-662-49275-8","Prof. Dr. Claudia Linnhoff-PopienDr. Ralf SchneiderMichael Zaddach","2018","http://link.springer.com/book/10.1007/978-3-662-49275-8","Book"
"Data Democratization, Governance, and Security","Architecting a Modern Data Warehouse for Large Enterprises","","","","10.1007/979-8-8688-0029-0_6","Anjani KumarAbhishek MishraSanjeev Kumar","2024","http://link.springer.com/chapter/10.1007/979-8-8688-0029-0_6","Chapter"
"Guest editorial for the theme section on modeling language engineering","Software and Systems Modeling","","22","3","10.1007/s10270-023-01097-2","Benoît CombemaleRomina EramoJuan de Lara","2023","http://link.springer.com/article/10.1007/s10270-023-01097-2","Article"
"Grundkurs agiles Software-Engineering","","","","","10.1007/978-3-658-37371-9","Gerd BenekenFelix HummelMartin Kucich","2022","http://link.springer.com/book/10.1007/978-3-658-37371-9","Book"
"Building on Smart Cities Skills and Competences","Internet of Things","","","","10.1007/978-3-030-97818-1","Dr. Panos Fitsilis","2022","http://link.springer.com/book/10.1007/978-3-030-97818-1","Book"
"Digital Transformation of the Consulting Industry","Progress in IS","","","","10.1007/978-3-319-70491-3","Prof. Dr. Volker Nissen","2018","http://link.springer.com/book/10.1007/978-3-319-70491-3","Book"
"Big Data Intelligence and Computing","Lecture Notes in Computer Science","","","","10.1007/978-981-99-2233-8","Ching-Hsien HsuMengwei XuHung CaoHojjat BaghbanA. B. M. Shawkat Ali","2023","http://link.springer.com/book/10.1007/978-981-99-2233-8","Book"
"Risks and Security of Internet and Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-02067-4","Bo LuoMohamed MosbahFrédéric CuppensLotfi Ben OthmaneNora CuppensSlim Kallel","2022","http://link.springer.com/book/10.1007/978-3-031-02067-4","Book"
"Design, User Experience, and Usability: Theory and Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-319-91797-9","Prof. Aaron MarcusWentao Wang","2018","http://link.springer.com/book/10.1007/978-3-319-91797-9","Book"
"Efficient and Flexible Test Automation in Production Systems Engineering","Security and Quality in Cyber-Physical Systems Engineering","","","","10.1007/978-3-030-25312-7_9","Dietmar WinklerKristof MeixnerPetr Novak","2019","http://link.springer.com/chapter/10.1007/978-3-030-25312-7_9","Chapter"
"The Fundamental Research for Trustworthy Software","Reports of China’s Basic Research","","","","10.1007/978-981-99-5589-3","Jifeng He","2024","http://link.springer.com/book/10.1007/978-981-99-5589-3","Book"
"Database Principles and Technologies – Based on Huawei GaussDB","","","","","10.1007/978-981-19-3032-4","Huawei Technologies Co., Ltd.","2023","http://link.springer.com/book/10.1007/978-981-19-3032-4","Book"
"Software Development in the Post-PC Era: Towards Software Development as a Service","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_53","Sami AlajramiAlexander RomanovskyBarbara Gallina","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_53","Chapter"
"A Comparison Framework and Review of Service Brokerage Solutions for Cloud Architectures","Service-Oriented Computing – ICSOC 2013 Workshops","","","","10.1007/978-3-319-06859-6_13","Frank FowleyClaus PahlLi Zhang","2014","http://link.springer.com/chapter/10.1007/978-3-319-06859-6_13","Chapter"
"Telescope Manager for the SKA","Journal of Astrophysics and Astronomy","","44","1","10.1007/s12036-023-09908-0","Yashwant GuptaVivek MohileJitendra KodilkarRaj UpradeYogesh WadadekarSubhrojyoti Roy Chaudhuri","2023","http://link.springer.com/article/10.1007/s12036-023-09908-0","Article"
"Online Learning of Run-Time Models for Performance and Resource Management in Data Centers","Self-Aware Computing Systems","","","","10.1007/978-3-319-47474-8_17","Jürgen WalterAntinisca Di MarcoSimon SpinnerPaola InverardiSamuel Kounev","2017","http://link.springer.com/chapter/10.1007/978-3-319-47474-8_17","Chapter"
"Participatory Modeling in Relation to Other Modeling Frameworks and Languages","Enterprise Modeling","","","","10.1007/978-3-319-94857-7_10","Janis StirnaAnne Persson","2018","http://link.springer.com/chapter/10.1007/978-3-319-94857-7_10","Chapter"
"Process-Oriented Approach to the Design of Cyber-Physical Systems","Dynamical Systems in Theoretical Perspective","","","","10.1007/978-3-319-96598-7_16","Lech KnapJędrzej MączakMichał Trojgo","2018","http://link.springer.com/chapter/10.1007/978-3-319-96598-7_16","Chapter"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-82196-8","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-82196-8","Book"
"Data-Driven Customer Engagement","","","","","10.1007/978-3-031-64295-1","Ralf Strauss","2024","http://link.springer.com/book/10.1007/978-3-031-64295-1","Book"
"Digital Forensics and Cyber Crime","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-56580-9","Sanjay GoelPaulo Roberto Nunes de Souza","2024","http://link.springer.com/book/10.1007/978-3-031-56580-9","Book"
"Proceedings of Fourth International Conference on Computing, Communications, and Cyber-Security","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-1479-1","Sudeep TanwarSlawomir T. WierzchonPradeep Kumar SinghMaria GanzhaGregory Epiphaniou","2023","http://link.springer.com/book/10.1007/978-981-99-1479-1","Book"
"Handbook of Smart Cities","","","","","10.1007/978-3-030-69698-6","Juan Carlos Augusto","2021","http://link.springer.com/referencework/10.1007/978-3-030-69698-6","ReferenceWork"
"Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-94335-6","Prof. Osiris Canciglieri JuniorProf. Frédéric NoëlLouis RivestProf. Dr. Abdelaziz Bouras","2022","http://link.springer.com/book/10.1007/978-3-030-94335-6","Book"
"Artificial Intelligence for Edge Computing","","","","","10.1007/978-3-031-40787-1","Mudhakar SrivatsaTarek AbdelzaherTing He","2023","http://link.springer.com/book/10.1007/978-3-031-40787-1","Book"
"Linux System Administration for the 2020s","","","","","10.1007/978-1-4842-7984-7","Kenneth Hitchcock","2022","http://link.springer.com/book/10.1007/978-1-4842-7984-7","Book"
"Design and Deploy Azure VMware Solutions","","","","","10.1007/978-1-4842-8312-7","Puthiyavan Udayakumar","2022","http://link.springer.com/book/10.1007/978-1-4842-8312-7","Book"
"Agiles Controlling","Unternehmensführung & Controlling","","","","10.1007/978-3-658-40772-8","Christoph Feichtinger","2023","http://link.springer.com/book/10.1007/978-3-658-40772-8","Book"
"Software Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-030-83007-6","Dr. Marten van SinderenLeszek A. MaciaszekProf. Dr. Hans-Georg Fill","2021","http://link.springer.com/book/10.1007/978-3-030-83007-6","Book"
"Evolution in Computational Intelligence","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-7513-4","Vikrant BhatejaXin-She YangJerry Chun-Wei LinRanjita Das","2023","http://link.springer.com/book/10.1007/978-981-19-7513-4","Book"
"Proceedings of Ninth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-97-3305-7","Xin-She YangSimon SherrattNilanjan DeyAmit Joshi","2024","http://link.springer.com/book/10.1007/978-981-97-3305-7","Book"
"Advanced Software Technology Paradigms and AI Deployment","Intelligent Systems and Applications","","","","10.1007/978-3-031-66329-1_38","Andriy LuntovskyyUlrich Winkler","2024","http://link.springer.com/chapter/10.1007/978-3-031-66329-1_38","Chapter"
"Challenges and Opportunities in Quantum Software Architecture","Software Architecture","","","","10.1007/978-3-031-36847-9_1","Tao YueWolfgang MauererShaukat AliDavide Taibi","2023","http://link.springer.com/chapter/10.1007/978-3-031-36847-9_1","Chapter"
"Computer Vision – ECCV 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-19839-7","Shai AvidanGabriel BrostowMoustapha CisséGiovanni Maria FarinellaTal Hassner","2022","http://link.springer.com/book/10.1007/978-3-031-19839-7","Book"
"Data Management, Analytics and Innovation","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-2600-6","Saptarsi GoswamiInderjit Singh BararaAmol GojeC. MohanAlfred M. Bruckstein","2023","http://link.springer.com/book/10.1007/978-981-19-2600-6","Book"
"Generation and Update of a Digital Twin in a Process Plant","","","","","10.1007/978-3-031-47316-6","Josip StjepandićJohannes LützenbergerPhilipp Kremer","2024","http://link.springer.com/book/10.1007/978-3-031-47316-6","Book"
"Insights into software development approaches: mining Q &A repositories","Empirical Software Engineering","","29","1","10.1007/s10664-023-10417-5","Arif Ali KhanJaved Ali KhanMuhammad Azeem AkbarPeng ZhouMahdi Fahmideh","2023","http://link.springer.com/article/10.1007/s10664-023-10417-5","Article"
"Call for Papers, Issue 1/2025","Business & Information Systems Engineering","","65","4","10.1007/s12599-023-00819-6","Christoph RosenkranzViktoria StrayManuel Wiesche","2023","http://link.springer.com/article/10.1007/s12599-023-00819-6","Article"
"ARGON: A Tool for Modeling Cloud Resources","Service-Oriented Computing – ICSOC 2017 Workshops","","","","10.1007/978-3-319-91764-1_37","Julio SandobalinEmilio InsfranSilvia Abrahao","2018","http://link.springer.com/chapter/10.1007/978-3-319-91764-1_37","Chapter"
"Formal Methods for Industrial Critical Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43681-9","Alessandro CimattiLaura Titolo","2023","http://link.springer.com/book/10.1007/978-3-031-43681-9","Book"
"Model-Based Digital Threads for Socio-Technical Systems","Machine Learning for Smart Environments/Cities","","","","10.1007/978-3-030-97516-6_2","Marcus Vinicius Pereira PessoaLuís Ferreira PiresJoão Luiz Rebelo MoreiraChunlong Wu","2022","http://link.springer.com/chapter/10.1007/978-3-030-97516-6_2","Chapter"
"Advances in Intelligent System and Smart Technologies","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-47672-3","Noredine GherabiAli Ismail AwadAnand NayyarMohamed Bahaj","2024","http://link.springer.com/book/10.1007/978-3-031-47672-3","Book"
"Expert Clouds and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-1745-7","I. Jeena JacobSelvanayaki Kolandapalayam ShanmugamIvan Izonin","2023","http://link.springer.com/book/10.1007/978-981-99-1745-7","Book"
"Uncertainty-aware environment simulation of medical devices digital twins","Software and Systems Modeling","","","","10.1007/s10270-024-01223-8","Hassan SartajShaukat AliJulie Marie Gjøby","2024","http://link.springer.com/article/10.1007/s10270-024-01223-8","Article"
"Orthogonal Variability Modeling to Support Multi-cloud Application Configuration","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-14886-1_23","Pooyan JamshidiClaus Pahl","2015","http://link.springer.com/chapter/10.1007/978-3-319-14886-1_23","Chapter"
"ICT Innovations 2022. Reshaping the Future Towards a New Normal","Communications in Computer and Information Science","","","","10.1007/978-3-031-22792-9","Katerina ZdravkovaLasko Basnarkov","2022","http://link.springer.com/book/10.1007/978-3-031-22792-9","Book"
"Research and Innovation Forum 2022","Springer Proceedings in Complexity","","","","10.1007/978-3-031-19560-0","Anna VisviziOrlando TroisiMara Grimaldi","2023","http://link.springer.com/book/10.1007/978-3-031-19560-0","Book"
"Micro Frontend Based Performance Improvement and Prediction for Microservices Using Machine Learning","Journal of Grid Computing","","22","2","10.1007/s10723-024-09760-8","Neha KaushikHarish KumarVinay Raj","2024","http://link.springer.com/article/10.1007/s10723-024-09760-8","Article"
"Notes on ensembles of IoT, network functions and clouds for service-oriented computing and applications","Service Oriented Computing and Applications","","12","1","10.1007/s11761-018-0228-2","Hong-Linh TruongNanjangud C. NarendraKwei-Jay Lin","2018","http://link.springer.com/article/10.1007/s11761-018-0228-2","Article"
"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","Communications in Computer and Information Science","","","","10.1007/978-981-99-8296-7","Tran Khanh DangJosef KüngTai M. Chung","2023","http://link.springer.com/book/10.1007/978-981-99-8296-7","Book"
"Advances in Intelligent Networking and Collaborative Systems","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-40971-4","Leonard Barolli","2023","http://link.springer.com/book/10.1007/978-3-031-40971-4","Book"
"Machine Intelligence and Data Science Applications","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-2347-0","Prof. Vaclav SkalaProf. Dr. T. P. SinghDr. Tanupriya ChoudhuryDr. Ravi TomarDr. Md. Abul Bashar","2022","http://link.springer.com/book/10.1007/978-981-19-2347-0","Book"
"ICT Systems Security and Privacy Protection","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-78120-0","Prof. Audun JøsangLynn FutcherJanne Hagen","2021","http://link.springer.com/book/10.1007/978-3-030-78120-0","Book"
"Towards an Optimized, Cloud-Agnostic Deployment of Hybrid Applications","Business Information Systems","","","","10.1007/978-3-030-20485-3_34","Kyriakos KritikosPaweł Skrzypek","2019","http://link.springer.com/chapter/10.1007/978-3-030-20485-3_34","Chapter"
"High-Performance Computing Systems and Technologies in Scientific Research, Automation of Control and Production","Communications in Computer and Information Science","","","","10.1007/978-3-030-94141-3","Vladimir JordanIlya TarasovVladimir Faerman","2022","http://link.springer.com/book/10.1007/978-3-030-94141-3","Book"
"How Agile Is Hybrid Agile? An Analysis of the HELENA Data","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_25","John NollSarah Beecham","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_25","Chapter"
"Foundational Concepts for Digital Twins of Cyber-Physical Systems","The Engineering of Digital Twins","","","","10.1007/978-3-031-66719-0_3","Cláudio GomesBentley James OakesJohn FitzgeraldPeter Gorm Larsen","2024","http://link.springer.com/chapter/10.1007/978-3-031-66719-0_3","Chapter"
"System innovations in open WDM DCI networks","Photonic Network Communications","","40","3","10.1007/s11107-020-00888-7","Loukas ParaschisHarald BockAbhinava Shivakumar SadasivaraoSharfuddin SyedBernd Sommerkorn-KrombholzJeff RahnBiao LuJoao PedroPaul DoolanParthiban Kandappan","2020","http://link.springer.com/article/10.1007/s11107-020-00888-7","Article"
"Introduction","Optimising the Software Development Process with Artificial Intelligence","","","","10.1007/978-981-19-9948-2_1","José Raúl RomeroInmaculada Medina-BuloFrancisco Chicano","2023","http://link.springer.com/chapter/10.1007/978-981-19-9948-2_1","Chapter"
"A Context-Aware Service for Authorizing Multi-cloud Deployments","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-15035-8_98","Yiannis VerginadisIoannis PatiniotakisGregoris Mentzas","2019","http://link.springer.com/chapter/10.1007/978-3-030-15035-8_98","Chapter"
"Human-Centered Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-64576-1","Marta Kristín LárusdóttirBilal NaqviRegina BernhauptCarmelo ArditoStefan Sauer","2024","http://link.springer.com/book/10.1007/978-3-031-64576-1","Book"
"Self-awareness of Cloud Applications","Self-Aware Computing Systems","","","","10.1007/978-3-319-47474-8_20","Alex IosupXiaoyun ZhuArif MerchantEva KalyvianakiMartina MaggioSimon SpinnerTarek AbdelzaherOle MengshoelSara Bouchenak","2017","http://link.springer.com/chapter/10.1007/978-3-319-47474-8_20","Chapter"
"Digital Business and Intelligent Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-63543-4","Audronė LupeikienėJolita RalytéGintautas Dzemyda","2024","http://link.springer.com/book/10.1007/978-3-031-63543-4","Book"
"Navigating Unpredictability: Collaborative Networks in Non-linear Worlds","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-71743-7","Luis M. Camarinha-MatosAngel OrtizXavier BoucherAnne-Marie Barthe-Delanoë","2024","http://link.springer.com/book/10.1007/978-3-031-71743-7","Book"
"Mobile Applications","","","","","10.1007/978-3-030-02391-1","Dr. Tejinder S. Randhawa","2022","http://link.springer.com/book/10.1007/978-3-030-02391-1","Book"
"Business Intelligence & Analytics – Grundlagen und praktische Anwendungen","","","","","10.1007/978-3-8348-2344-1","Henning BaarsProf. Dr. Hans-Georg Kemper","2021","http://link.springer.com/book/10.1007/978-3-8348-2344-1","Book"
"Advances on Intelligent Computing and Data Science","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-36258-3","Faisal SaeedFathey MohammedErrais MohammedTawfik Al-HadhramiMohammed Al-Sarem","2023","http://link.springer.com/book/10.1007/978-3-031-36258-3","Book"
"Informationsgesteuertes maschinelles Lernen","","","","","10.1007/978-3-031-56274-7","Gerald Friedland","2024","http://link.springer.com/book/10.1007/978-3-031-56274-7","Book"
"Towards an Architecture for Reliable Capacity Provisioning for Distributed Clouds","Managing Distributed Cloud Applications and Infrastructure","","","","10.1007/978-3-030-39863-7_1","Jörg DomaschkaFrank GriesingerMark LeznikPer-Olov ÖstbergKeith A. EllisPaolo CasariFrank FowleyTheo Lynn","2020","http://link.springer.com/chapter/10.1007/978-3-030-39863-7_1","Chapter"
"A Journey into Security Certification","Synthesis Lectures on Information Security, Privacy, and Trust","","","","10.1007/978-3-031-59724-4","Marco AnisettiClaudio Agostino ArdagnaErnesto DamianiNabil El Ioini","2025","http://link.springer.com/book/10.1007/978-3-031-59724-4","Book"
"Management der Zufriedenheit der Wertschöpfungspartner auf Basis der Boundary Resources im IIoT","","","","","10.1007/978-3-658-37460-0","Dimitri Petrik","2022","http://link.springer.com/book/10.1007/978-3-658-37460-0","Book"
"Agile Processes in Software Engineering and Extreme Programming","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-33976-9","Christoph J. StettinaJuan GarbajosaPhilippe Kruchten","2023","http://link.springer.com/book/10.1007/978-3-031-33976-9","Book"
"Fintech Dictionary","Contributions to Finance and Accounting","","","","10.1007/978-3-658-36056-6","Prof. Dr. Rainer AltDr. Stefan Huch","2022","http://link.springer.com/book/10.1007/978-3-658-36056-6","Book"
"Deployment and Monitoring","MongoDB Topology Design","","","","10.1007/978-1-4842-5817-0_7","Nicholas Cottrell","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5817-0_7","Chapter"
"Compensation-Based vs. Convergent Deployment Automation for Services Operated in the Cloud","Service-Oriented Computing","","","","10.1007/978-3-662-45391-9_23","Johannes WettingerUwe BreitenbücherFrank Leymann","2014","http://link.springer.com/chapter/10.1007/978-3-662-45391-9_23","Chapter"
"European Project Space Papers for the PROFES 2019 - Summary","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-35333-9_40","Alessandra BagnatoDavide Fucci","2019","http://link.springer.com/chapter/10.1007/978-3-030-35333-9_40","Chapter"
"Reuse and Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-66459-5","Achilleas AchilleosLidia FuentesGeorge Angelos Papadopoulos","2024","http://link.springer.com/book/10.1007/978-3-031-66459-5","Book"
"PaaSword: A Holistic Data Privacy and Security by Design Framework for Cloud Services","Journal of Grid Computing","","15","2","10.1007/s10723-017-9394-2","Yiannis VerginadisAntonis MichalasPanagiotis GouvasGunther SchieferGerald HübschIraklis Paraskakis","2017","http://link.springer.com/article/10.1007/s10723-017-9394-2","Article"
"Encyclopedia of Operations Research and Management Science","","","","","10.1007/978-1-4419-1153-7","Saul I. GassMichael C. Fu","2013","http://link.springer.com/referencework/10.1007/978-1-4419-1153-7","ReferenceWork"
"Euro-Par 2023: Parallel Processing Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-50684-0","Demetris ZeinalipourDora Blanco HerasGeorge PallisHerodotos HerodotouDemetris TrihinasDaniel BalouekPatrick DiehlTerry CojeanKarl FürlingerMaja Hanne KirkebyMatteo NardelliPierangelo Di Sanzo","2024","http://link.springer.com/book/10.1007/978-3-031-50684-0","Book"
"Technologies and Innovation","Communications in Computer and Information Science","","","","10.1007/978-3-031-75702-0","Rafael Valencia-GarcíaTamara BorodulinaJavier Del Cioppo-MorstadtCesar Ernesto Moran-CastroNéstor Vera-Lucio","2025","http://link.springer.com/book/10.1007/978-3-031-75702-0","Book"
"Innovation Through Information Systems","Lecture Notes in Information Systems and Organisation","","","","10.1007/978-3-030-86797-3","Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz","2021","http://link.springer.com/book/10.1007/978-3-030-86797-3","Book"
"Euro-Par 2024: Parallel Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-69766-1","Jesus CarreteroSameer ShendeJavier Garcia-BlasIvona BrandicKatzalin OlcozMartin Schreiber","2024","http://link.springer.com/book/10.1007/978-3-031-69766-1","Book"
"Fundamentals of Enterprise Architecture Management","The Enterprise Engineering Series","","","","10.1007/978-3-030-96734-5","Dr. Jörg Ziemann","2022","http://link.springer.com/book/10.1007/978-3-030-96734-5","Book"
"Requirements in the software lifecycle","Handbook of Requirements and Business Analysis","","","","10.1007/978-3-031-06739-6_12","Bertrand Meyer","2022","http://link.springer.com/chapter/10.1007/978-3-031-06739-6_12","Chapter"
"How Metamodeling Concepts Improve Internal Developer Platforms and Cloud Platforms to Foster Business Agility","Metamodeling: Applications and Trajectories to the Future","","","","10.1007/978-3-031-56862-6_1","Franz Bayer","2024","http://link.springer.com/chapter/10.1007/978-3-031-56862-6_1","Chapter"
"ER2C SDMLC: enterprise release risk-centric systems development and maintenance life cycle","Software Quality Journal","","28","4","10.1007/s11219-019-09452-7","Hamish Sadler","2020","http://link.springer.com/article/10.1007/s11219-019-09452-7","Article"
"Artificial Intelligence Applications and Innovations. AIAI 2021 IFIP WG 12.5 International Workshops","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-79157-5","Ilias MaglogiannisProf. John MacintyreProf. Lazaros Iliadis","2021","http://link.springer.com/book/10.1007/978-3-030-79157-5","Book"
"System Lifecycle Management","","","","","10.1007/978-3-658-33874-9","Prof. Dr. Martin Eigner","2021","http://link.springer.com/book/10.1007/978-3-658-33874-9","Book"
"On Observability and Monitoring of Distributed Systems – An Industry Interview Study","Service-Oriented Computing","","","","10.1007/978-3-030-33702-5_3","Sina NiedermaierFalko KoetterAndreas FreymannStefan Wagner","2019","http://link.springer.com/chapter/10.1007/978-3-030-33702-5_3","Chapter"
"Deep variability modeling to enhance reproducibility of database performance testing","Cluster Computing","","27","8","10.1007/s10586-024-04533-0","Abdelkader OuaredMoussa AmraniAbdelhafid ChadliPierre-Yves Schobbens","2024","http://link.springer.com/article/10.1007/s10586-024-04533-0","Article"
"Formal Methods for an Informal World","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43678-9","Antonio Cerone","2023","http://link.springer.com/book/10.1007/978-3-031-43678-9","Book"
"Einführung in die Softwaretechnik","Xpert.press","","","","10.1007/978-3-662-50263-1","Prof. Dr. Manfred BroyProf. Dr. Marco Kuhrmann","2021","http://link.springer.com/book/10.1007/978-3-662-50263-1","Book"
"Ethical assurance: a practical approach to the responsible design, development, and deployment of data-driven technologies","AI and Ethics","","3","1","10.1007/s43681-022-00178-0","Christopher BurrDavid Leslie","2023","http://link.springer.com/article/10.1007/s43681-022-00178-0","Article"
"Producing Artificial Intelligent Systems","Studies in Computational Intelligence","","","","10.1007/978-3-031-55817-7","Maria Isabel Aldinhas Ferreira","2024","http://link.springer.com/book/10.1007/978-3-031-55817-7","Book"
"Why are many businesses instilling a DevOps culture into their organization?","Empirical Software Engineering","","26","2","10.1007/s10664-020-09919-3","Jessica DíazDaniel López-FernándezJorge PérezÁngel González-Prieto","2021","http://link.springer.com/article/10.1007/s10664-020-09919-3","Article"
"Bridging the Gap Between AI and Reality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-46002-9","Bernhard Steffen","2024","http://link.springer.com/book/10.1007/978-3-031-46002-9","Book"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35891-3","Helmut DegenStavroula Ntoa","2023","http://link.springer.com/book/10.1007/978-3-031-35891-3","Book"
"Quantum Software Development Lifecycle","Quantum Software Engineering","","","","10.1007/978-3-031-05324-5_4","Benjamin WederJohanna BarzenFrank LeymannDaniel Vietz","2022","http://link.springer.com/chapter/10.1007/978-3-031-05324-5_4","Chapter"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-28694-0","Leonard Barolli","2023","http://link.springer.com/book/10.1007/978-3-031-28694-0","Book"
"Highly-Distributed Systems","","","","","10.1007/978-3-030-92829-2","Prof. Dr. Andriy LuntovskyyDr. Dietbert Gütter","2022","http://link.springer.com/book/10.1007/978-3-030-92829-2","Book"
"Quality of Information and Communications Technology","Communications in Computer and Information Science","","","","10.1007/978-3-031-43703-8","José Maria FernandesGuilherme H. TravassosValentina LenarduzziXiaozhou Li","2023","http://link.springer.com/book/10.1007/978-3-031-43703-8","Book"
